date,company_id,revenue,expenses,cash_inflow,cash_outflow,cash_balance,outstanding_invoices,profit
2021-04-10,38,23249.6,37811.47,37304.22,36279.64,70884.76,3593.52,-14561.87
2022-12-13,36,36889.53,23400.27,45342.82,20264.75,19728.74,7968.35,13489.26
2021-08-24,27,25210.2,14795.12,17527.92,37321.19,52103.54,5762.48,10415.08
2026-09-27,20,24958.07,37823.82,23993.39,22177.89,56218.43,1702.26,-12865.75
2026-10-01,14,16446.44,10398.68,36229.49,46404.4,98675.52,15554.45,6047.76
2020-07-07,37,29645.82,13100.34,29264.98,11029.7,52372.96,9907.51,16545.48
2025-03-13,38,21869.84,20770.87,19656.34,36307.33,76223.65,18890.05,1098.97
2021-11-10,3,41181.43,22074.09,17961.43,26220.45,48041.06,10999.87,19107.34
2023-05-29,1,39439.8,10023.9,27671.87,29216.69,66705.27,4042.77,29415.9
2026-08-31,24,34493.52,17040.23,12307.03,10076.46,64074.76,18416.1,17453.29
2019-07-27,22,17729.26,25531.99,23769.33,43075.36,31484.59,1537.12,-7802.73
2022-01-30,21,43306.06,9124.56,11240.64,25498.62,70515.6,19944.16,34181.5
2019-10-27,4,19371.83,29435.36,31688.22,28837.06,80154.69,5951.07,-10063.53
2024-08-29,10,31470.98,26765.6,41906.03,36588.14,90969.44,8589.43,4705.38
2024-04-19,34,43089.75,15005.38,12584.41,32831.39,44938.28,6036.19,28084.37
2020-01-01,11,15535.29,12004.35,33542.77,28898.34,50913.12,5876.33,3530.94
2023-12-30,37,27956.3,33641.79,22593.08,42690.52,18096.33,7802.87,-5685.49
2019-12-12,12,24204.39,19135.13,39487.77,48353.4,23074.77,1691.64,5069.26
2023-11-30,16,23079.19,12980.66,18170.59,24311.39,10005.58,8264.88,10098.53
2024-04-03,32,43977.03,31862.31,34984.39,40803.13,82655.31,12757.77,12114.72
2023-09-10,13,48006.62,8836.81,46744.98,40613.05,16897.85,4560.85,39169.81
2023-08-30,21,10257.86,28822.0,48022.86,42321.58,47073.06,6619.78,-18564.14
2026-07-06,26,38900.75,32065.68,24630.42,11574.66,48452.04,1179.19,6835.07
2023-09-02,35,45732.59,35964.24,30612.9,34044.07,71002.55,3690.18,9768.35
2026-12-18,6,27224.9,36851.68,10462.87,36291.22,94132.92,8949.15,-9626.78
2018-05-07,18,11177.94,30750.85,48605.09,39190.05,68996.02,11127.02,-19572.91
2024-05-02,12,49970.83,25794.26,31695.26,42644.96,32875.84,18464.47,24176.57
2020-06-10,1,26705.94,18702.92,40054.29,40382.27,59886.24,15546.4,8003.02
2022-11-08,40,19669.75,11266.75,31452.77,24230.11,18664.04,3476.25,8403
2023-10-14,17,42653.48,16101.19,11214.97,17695.56,96075.17,15109.76,26552.29
2019-08-08,7,44446.81,18234.25,28895.93,11972.69,59082.63,12552.83,26212.56
2019-11-27,23,39708.24,19121.09,19013.72,24396.97,35160.36,9319.24,20587.15
2023-02-18,18,30716.73,19790.04,32243.62,35144.73,85979.43,13321.51,10926.69
2023-08-04,19,35670.6,17060.14,28800.61,16034.2,68291.01,10185.75,18610.46
2020-10-19,33,41798.94,23332.19,22656.78,36347.76,29993.57,13766.31,18466.75
2020-04-05,12,47363.29,36623.5,17786.83,28675.02,34511.88,8899.28,10739.79
2024-09-14,10,10076.62,23689.92,30237.13,15034.88,56066.89,15692.18,-13613.3
2018-07-13,27,31871.34,39445.17,49820.47,42987.96,79904.24,18570.41,-7573.83
2026-05-06,35,40359.52,14512.54,44580.83,20771.99,74968.02,17946.9,25846.98
2021-03-21,5,36812.84,15917.97,44874.2,9351.94,15974.71,75.11,20894.87
2022-11-04,30,10653.05,23798.98,32559.16,48735.44,51583.55,14619.31,-13145.93
2020-12-11,34,31465.91,19807.29,19694.15,35871.95,27304.84,6444.33,11658.62
2019-04-12,22,18323.12,28725.11,22039.62,26488.05,61032.4,6443.98,-10401.99
2021-05-04,6,14354.06,10416.76,30627.51,8789.71,38140.93,11388.34,3937.3
2022-05-23,1,26765.98,36478.9,30592.2,34745.77,46469.39,12649.02,-9712.92
2025-02-14,1,46556.29,20709.4,45539.81,33409.46,85990.42,7254.25,25846.89
2018-04-30,7,28943.0,10725.67,29625.97,39080.69,10558.55,6112.23,18217.33
2024-07-27,10,43562.41,20774.97,23524.75,28193.84,15381.42,15437.65,22787.44
2023-09-23,38,49349.23,9314.18,32688.22,14074.65,57899.75,7523.53,40035.05
2019-10-08,4,34079.0,19887.31,32485.14,35953.37,27588.65,19472.69,14191.69
2025-11-04,22,38334.46,38817.31,11788.46,36102.86,37259.26,14869.78,-482.85
2024-06-17,31,17436.8,21315.42,10222.77,40992.34,48074.49,13115.83,-3878.62
2023-11-02,31,34339.34,31366.04,14225.13,45376.37,32971.89,17796.07,2973.3
2018-02-09,23,20110.67,36587.35,21683.93,12321.15,84445.37,7066.41,-16476.68
2021-05-06,25,11969.96,22052.45,31949.33,11491.72,48750.15,16518.4,-10082.49
2020-05-15,35,40803.11,27935.47,34882.18,40051.98,97855.47,18619.48,12867.64
2023-09-15,38,19017.15,25610.0,10334.07,34717.82,74455.98,1343.91,-6592.85
2022-05-13,36,18405.94,16623.99,20135.11,37547.76,87151.85,17682.95,1781.95
2026-08-05,25,47632.86,23087.92,29659.86,39885.17,30604.36,7093.06,24544.94
2021-03-30,17,30438.34,26010.63,25990.02,38713.55,66481.73,4119.3,4427.71
2018-01-26,27,43735.23,28265.02,40709.23,45060.27,19683.28,17859.87,15470.21
2024-06-19,17,18363.93,38110.06,49213.74,8891.85,81900.86,7979.12,-19746.13
2023-07-26,35,35889.34,38480.05,29718.7,45612.16,25413.33,5094.81,-2590.71
2024-09-11,37,28981.46,25338.39,46225.32,22308.22,82300.85,3054.4,3643.07
2025-01-06,35,28521.66,19716.83,23594.62,40706.91,73154.32,17675.05,8804.83
2025-10-12,26,44143.72,21199.38,26993.83,45830.36,11443.37,12473.18,22944.34
2020-04-16,31,48441.54,16148.02,46937.96,31309.33,44369.86,16946.49,32293.52
2025-02-05,30,19278.95,9049.3,21043.18,29033.83,39940.79,1858.42,10229.65
2022-08-16,31,13291.0,32510.83,12984.53,48160.48,43822.97,10865.64,-19219.83
2019-09-02,2,11700.75,29938.3,17682.67,34241.99,50599.02,19690.77,-18237.55
2018-01-04,38,49183.06,29275.09,19953.63,11464.13,39180.33,6638.67,19907.97
2020-01-01,6,23924.33,22822.0,33097.96,49933.0,65929.28,11042.52,1102.33
2018-09-09,27,42299.29,25109.8,19518.99,30716.78,36059.88,8655.75,17189.49
2024-05-20,29,18010.91,22046.17,39224.46,12289.94,86276.66,12254.1,-4035.26
2018-09-23,7,23592.31,39283.42,16437.38,46138.49,89016.48,994.24,-15691.11
2026-04-06,26,27678.96,34897.94,15227.29,18437.2,45466.01,12483.69,-7218.98
2023-03-18,20,41213.8,19648.31,34688.69,38920.78,99825.37,3258.46,21565.49
2018-11-23,21,25080.23,16226.78,14433.2,25496.92,38020.61,5762.82,8853.45
2018-07-01,23,14921.36,17037.76,19285.03,40747.41,55916.69,7118.84,-2116.4
2022-09-16,12,32956.34,12755.77,29470.28,40125.34,91247.04,1463.97,20200.57
2025-09-14,13,33765.66,9908.0,20099.53,48087.79,83298.0,13331.12,23857.66
2026-03-17,36,45495.45,21185.81,22024.35,17304.45,97319.11,14062.68,24309.64
2019-08-04,8,34843.24,10161.78,35098.64,29931.42,40705.45,11653.48,24681.46
2025-02-13,22,32998.96,23801.58,45210.69,26690.12,42556.29,6634.08,9197.38
2022-06-09,9,23538.15,36465.92,38106.05,44632.05,72783.71,13126.51,-12927.77
2025-12-16,27,41152.27,28289.99,10036.09,30165.53,70855.73,7745.06,12862.28
2023-07-23,37,10662.82,38276.01,32283.94,15004.32,21575.22,11958.11,-27613.19
2022-07-08,11,25273.43,9630.97,27756.49,40380.39,32408.47,11052.31,15642.46
2025-03-27,17,38467.58,37614.49,47607.23,12529.11,18920.97,547.7,853.09
2021-01-26,1,14836.06,38508.24,18777.81,12750.89,17690.55,6920.59,-23672.18
2026-05-28,38,37636.64,39417.97,36336.58,16373.45,93891.44,12025.27,-1781.33
2020-01-26,3,32480.77,23817.02,16172.09,24755.1,30901.03,10423.21,8663.75
2023-02-17,14,28229.21,35072.52,19249.4,45095.31,98056.02,18324.57,-6843.31
2026-04-19,2,21317.36,35517.99,44454.59,49353.27,84204.47,7346.24,-14200.63
2023-04-04,13,46826.48,22491.8,24177.63,27792.42,67632.9,13591.11,24334.68
2022-04-26,33,20063.83,36252.9,10821.31,25047.56,66951.55,6341.91,-16189.07
2026-04-16,27,20391.15,29185.67,23533.07,46147.31,25469.3,2786.82,-8794.52
2021-05-08,10,11690.8,29793.99,32190.88,15124.1,22623.67,4812.47,-18103.19
2022-04-18,26,24005.35,12935.57,36541.15,34282.67,25922.43,10264.27,11069.78
2021-05-29,40,38477.2,31594.67,42208.01,48179.59,54128.57,1965.07,6882.53
2024-03-14,23,43077.79,18986.29,22313.16,34237.16,84073.22,16786.73,24091.5
2024-08-13,6,40058.88,35565.45,37344.12,36674.01,81694.95,9062.4,4493.43
2018-12-04,15,10514.08,10412.93,12284.69,15266.85,48812.76,16868.66,101.15
2020-04-29,2,11308.43,15597.98,39065.86,8645.67,18970.26,12074.03,-4289.55
2021-06-25,32,14117.0,36564.67,42437.23,36406.45,20517.86,14566.54,-22447.67
2018-11-02,3,33739.5,14872.56,38033.79,21054.33,50067.92,18386.38,18866.94
2019-11-19,4,49021.58,10768.71,12547.15,35507.39,17406.05,1415.3,38252.87
2018-05-05,40,40889.28,14550.55,13858.64,43560.7,79562.06,11149.36,26338.73
2023-08-31,39,49463.21,35770.1,31472.79,12674.4,90486.78,10512.22,13693.11
2020-05-15,17,22583.46,37633.09,19004.78,44450.78,37591.96,13972.97,-15049.63
2020-09-02,7,32979.54,13821.25,26657.73,30120.57,47535.48,10098.02,19158.29
2024-02-09,26,22610.29,10526.6,34577.23,44203.1,59539.52,2977.85,12083.69
2025-06-27,10,17857.76,33747.34,21781.99,33436.11,58133.35,5096.71,-15889.58
2023-12-18,40,20643.54,20782.43,38616.34,10074.07,16699.64,15113.79,-138.89
2021-09-19,11,37898.66,13887.81,35445.46,16370.88,19630.32,1646.93,24010.85
2024-12-07,16,11633.39,17680.83,17539.97,45111.91,22077.84,5251.91,-6047.44
2019-10-29,31,47837.06,31274.22,48071.81,20963.83,39959.24,4730.86,16562.84
2021-09-22,9,49320.91,22378.09,36865.85,19144.8,38228.19,16601.2,26942.82
2019-07-04,25,38209.09,19762.18,27558.79,49932.14,49618.39,5249.27,18446.91
2021-09-01,2,26113.0,12208.1,43960.59,23139.59,30343.64,14484.16,13904.9
2021-10-07,19,28730.86,34868.23,41030.2,28040.05,96958.71,16085.47,-6137.37
2023-03-03,19,43553.12,13387.46,27815.82,44015.51,74841.64,7445.14,30165.66
2020-06-27,18,10360.28,13759.03,24752.62,23839.3,79569.29,3044.11,-3398.75
2024-07-29,37,40486.13,28082.39,44503.5,10822.73,76116.66,12803.5,12403.74
2025-08-14,26,17804.15,35495.73,46436.47,13910.83,55748.15,1136.28,-17691.58
2018-04-21,10,29646.68,15898.2,37677.32,44790.73,26012.77,13795.28,13748.48
2023-02-09,24,47645.97,39269.83,24692.18,49085.73,87721.44,2808.11,8376.14
2024-06-26,12,30543.85,19395.95,37088.27,14279.75,20231.8,4786.88,11147.9
2022-12-26,6,30835.15,39516.03,24327.66,34243.97,62588.96,10450.95,-8680.88
2026-11-03,1,45199.43,27042.64,40047.64,35385.99,17444.93,5413.17,18156.79
2025-04-20,17,37990.59,27397.55,40715.37,39782.01,12806.03,13833.34,10593.04
2022-05-23,25,13835.85,38887.38,25292.31,22990.06,26232.24,8841.61,-25051.53
2023-10-01,8,40654.95,22502.48,13069.11,30922.11,87270.57,13792.46,18152.47
2019-10-03,7,37164.92,34181.18,43837.08,20112.84,58431.84,14087.57,2983.74
2019-04-24,23,27039.63,12274.89,12839.63,9618.47,99273.82,17651.45,14764.74
2022-06-11,32,24137.98,31680.87,36892.7,16883.53,72053.46,19053.13,-7542.89
2021-08-15,32,20192.28,30109.82,38850.33,18289.66,47463.45,2942.73,-9917.54
2025-07-19,37,24695.7,8404.85,27547.87,24085.42,18244.06,12454.08,16290.85
2024-04-05,17,10918.4,9482.1,17758.69,27567.33,43293.84,10783.49,1436.3
2021-09-15,11,30620.97,24751.33,17234.05,35132.72,77718.1,8710.1,5869.64
2019-10-27,10,45236.59,32638.64,29957.5,27663.47,71570.92,16172.03,12597.95
2019-11-12,36,24782.09,24769.83,10861.66,8215.03,15760.98,10821.87,12.26
2022-07-02,18,33958.79,22565.04,44601.55,40186.96,45493.9,18571.11,11393.75
2025-07-07,25,35605.45,13166.19,47857.34,41310.06,68642.19,7334.51,22439.26
2021-12-24,15,34858.49,32837.84,29772.5,49013.53,87095.7,3027.04,2020.65
2018-01-19,3,30422.5,26476.93,47119.34,25319.91,59694.13,19790.98,3945.57
2026-01-25,2,36149.79,28004.6,20567.81,9432.81,25070.77,10081.37,8145.19
2023-01-31,28,40814.09,35571.2,45335.24,43137.64,81594.3,19750.69,5242.89
2019-09-22,18,30244.08,35535.91,47480.12,10058.42,15361.71,2479.85,-5291.83
2018-01-20,34,36957.86,24064.25,37004.49,15687.94,82871.46,12734.09,12893.61
2026-02-07,39,20063.4,17716.47,23740.44,40970.19,45833.23,18596.15,2346.93
2026-04-03,12,46518.26,29080.95,33330.44,35205.47,91977.37,6522.05,17437.31
2020-12-21,27,10942.08,26388.37,24325.89,13574.32,15823.92,4638.6,-15446.29
2019-10-29,1,33218.54,31018.95,46566.88,31718.19,21002.08,12721.43,2199.59
2021-08-20,7,31544.08,39181.48,39854.23,11385.17,35667.31,5804.62,-7637.4
2024-03-14,30,48106.74,20549.18,20433.32,42783.18,80557.27,14112.61,27557.56
2020-04-27,1,38326.78,35474.94,49697.87,31333.52,61478.06,14194.64,2851.84
2018-08-18,4,31527.55,34111.67,43411.12,10820.01,92066.95,8768.13,-2584.12
2018-03-10,29,11322.45,33212.31,38581.73,17714.61,91155.62,2357.19,-21889.86
2022-05-19,36,19043.87,28179.4,37964.57,16974.13,95417.27,16350.69,-9135.53
2018-03-08,30,18587.37,38907.99,16862.11,14464.05,53096.06,8167.95,-20320.62
2018-05-17,11,17153.04,15097.16,32712.24,44461.44,67957.74,15157.71,2055.88
2024-08-18,12,37431.99,29537.54,22173.85,29189.94,60195.13,7292.19,7894.45
2020-02-17,7,19954.94,28161.51,15177.78,46468.08,94098.6,6694.77,-8206.57
2019-07-04,19,29702.31,25387.91,24124.37,13020.39,99149.69,13353.25,4314.4
2022-07-26,13,29279.08,13122.38,22958.3,31323.72,56513.67,19523.23,16156.7
2026-08-20,35,31854.33,13958.98,23030.46,25113.51,77348.16,13285.87,17895.35
2018-01-05,11,36051.17,17704.68,38066.76,38743.79,53229.75,3409.66,18346.49
2025-07-22,14,21404.31,12398.85,42874.24,46333.92,18921.25,7819.9,9005.46
2021-06-21,1,26260.44,11143.73,23063.99,14543.17,54887.17,7656.37,15116.71
2025-02-27,10,17979.83,21316.4,21471.24,30254.77,37051.03,3034.22,-3336.57
2021-04-05,18,24552.12,11064.15,47712.2,43778.58,25521.69,9705.23,13487.97
2026-01-23,3,21339.72,21132.54,29613.25,26148.49,62264.16,2239.27,207.18
2023-12-08,34,28417.46,32513.75,23260.74,32745.83,53044.34,17639.26,-4096.29
2019-04-18,4,42426.57,17349.98,21472.55,43722.18,72947.71,13124.57,25076.59
2019-10-02,19,41491.03,20595.64,25036.22,30916.16,31542.48,3441.88,20895.39
2021-08-18,17,33547.29,33504.02,25395.89,21112.73,76268.18,12178.43,43.27
2020-10-07,27,11390.64,39790.53,25037.76,21186.63,65572.33,10875.34,-28399.89
2021-10-14,32,43020.72,11029.87,37381.81,15536.81,47522.11,13735.34,31990.85
2026-09-10,30,26189.57,9944.31,20986.55,41001.61,38807.94,11999.24,16245.26
2021-03-31,20,28088.62,23547.29,48843.96,8154.42,73961.81,7218.98,4541.33
2026-07-28,33,29984.33,31648.37,28904.7,10351.64,96971.74,13751.85,-1664.04
2026-01-19,17,46380.14,39379.79,16442.27,36149.72,18052.31,4801.85,7000.35
2019-11-09,7,12157.15,28394.49,41715.48,22808.98,51518.02,7340.04,-16237.34
2026-12-25,25,12561.27,23736.62,45890.95,21288.36,26296.94,9180.89,-11175.35
2020-01-04,18,23724.4,29719.31,10504.05,35035.76,70047.52,2551.69,-5994.91
2018-11-12,15,14925.17,16743.02,10697.43,20033.89,55856.94,12693.19,-1817.85
2026-08-15,33,43557.87,29635.17,41111.39,26536.69,59844.82,9583.13,13922.7
2020-09-10,7,49634.79,15479.22,36122.21,34625.04,10013.68,17203.56,34155.57
2022-04-11,6,43494.23,38382.76,45173.72,14225.19,79487.82,2033.68,5111.47
2018-08-17,22,38302.63,28428.24,19611.54,48425.96,97191.39,14980.12,9874.39
2024-05-30,5,35682.42,15287.68,36955.35,19401.21,94518.26,10412.65,20394.74
2026-02-12,27,34273.58,20497.74,46517.3,37674.13,55923.6,4949.95,13775.84
2025-08-17,15,43570.55,36534.49,39516.35,11656.64,44361.79,6975.81,7036.06
2019-01-25,39,10644.85,14444.61,25920.16,31509.06,31024.69,15649.75,-3799.76
2018-02-27,4,37499.96,33931.05,24972.26,33651.83,68892.47,527.65,3568.91
2025-12-20,13,29638.25,23023.48,34847.96,26593.08,25218.92,18770.5,6614.77
2018-05-09,21,34136.06,14715.97,46950.61,11214.75,99048.94,3229.3,19420.09
2023-02-16,14,30140.55,39731.0,27135.99,34783.7,75248.12,8463.55,-9590.45
2018-09-30,15,37798.75,16400.74,28066.45,11663.85,97757.14,578.88,21398.01
2019-12-15,13,32467.32,23559.3,11213.51,19876.41,83395.86,1577.57,8908.02
2020-09-09,6,37837.92,16510.44,41565.18,40642.4,12031.24,4957.62,21327.48
2026-05-13,34,13996.91,21217.98,43812.14,27749.38,16633.93,17386.51,-7221.07
2023-06-12,40,11222.74,29313.04,45490.59,9638.79,70586.34,12059.94,-18090.3
2024-12-28,13,36554.28,21902.83,10632.58,23213.56,29894.36,15409.29,14651.45
2020-05-14,35,31854.7,37495.78,40640.31,29700.39,94464.03,14002.15,-5641.08
2024-07-14,38,22808.58,16855.83,33782.57,28486.74,86304.5,7040.38,5952.75
2020-06-19,6,17450.22,11120.42,29311.07,17763.12,79673.13,7439.81,6329.8
2026-04-18,34,25399.16,15448.9,26051.04,40160.84,49668.04,9615.75,9950.26
2021-05-09,28,30392.25,34072.42,47734.97,10029.61,30044.31,7425.59,-3680.17
2020-10-10,37,44452.21,11093.11,33827.77,47481.24,85103.4,843.77,33359.1
2024-04-16,10,40711.22,39236.8,30841.14,49813.41,29721.83,5817.66,1474.42
2019-01-28,15,41690.58,22682.01,35218.34,40559.36,76632.67,4100.04,19008.57
2021-11-23,3,18634.51,35247.56,14256.58,11389.15,94512.12,9541.17,-16613.05
2022-07-01,20,46345.47,14925.54,25536.85,15654.79,94021.86,11233.35,31419.93
2026-01-21,34,24553.97,25911.35,47531.98,49113.65,47143.21,16164.13,-1357.38
2024-02-21,27,20271.58,33792.81,14284.03,46450.81,27959.79,4124.93,-13521.23
2025-04-16,24,46583.38,28736.79,27431.9,18735.24,19422.87,16157.85,17846.59
2020-02-16,11,29625.69,10732.75,35064.11,48091.76,86049.06,16928.09,18892.94
2020-06-19,10,18294.35,29005.32,15510.01,46202.96,15330.82,7262.41,-10710.97
2026-08-14,10,19275.91,10137.64,40723.2,48771.0,47917.56,12723.98,9138.27
2023-02-17,5,31430.11,31297.52,11711.92,34405.96,34521.36,6892.24,132.59
2022-05-27,37,24397.38,37787.98,39565.0,13491.36,50217.35,15415.08,-13390.6
2024-11-07,22,22340.34,27044.49,12922.3,27213.7,35031.78,946.67,-4704.15
2019-11-15,29,31785.86,19398.63,22320.69,24445.35,77759.12,3323.6,12387.23
2018-12-24,23,18390.13,8760.43,38800.38,32791.2,73817.49,10633.31,9629.7
2022-12-18,1,16496.19,33467.51,45244.93,10853.26,96537.0,6678.96,-16971.32
2018-03-24,19,13740.61,33312.24,38310.52,34324.01,46341.69,1326.57,-19571.63
2020-08-30,30,45101.18,12101.54,34647.03,38389.97,98356.35,7241.36,32999.64
2024-06-06,32,29859.86,34913.04,30119.55,39330.19,53791.37,14002.54,-5053.18
2024-05-14,36,41083.22,31216.48,42829.39,48402.32,87822.69,15011.98,9866.74
2023-03-15,3,33666.13,14955.85,30139.21,26748.37,34979.67,13553.83,18710.28
2026-09-10,22,46059.06,28835.45,36893.22,30634.42,52478.76,19629.13,17223.61
2021-01-01,9,19871.53,28238.67,48468.44,41164.65,35967.06,6336.56,-8367.14
2018-03-09,12,34461.03,23329.06,46938.18,46517.9,20120.95,15604.43,11131.97
2025-06-03,18,14715.01,23017.7,17079.66,34437.57,40215.55,10232.5,-8302.69
2019-06-28,36,29671.9,39616.16,33182.95,22934.86,23508.25,3728.55,-9944.26
2024-10-14,14,10744.68,17963.63,34414.63,46899.21,20318.95,12483.6,-7218.95
2023-11-09,27,49611.47,24882.28,21385.78,13477.93,12199.05,4316.23,24729.19
2020-11-02,16,31810.97,37751.07,20185.69,31987.68,40556.42,19197.26,-5940.1
2022-10-03,10,20130.83,15150.6,41993.71,30320.69,39228.58,1127.79,4980.23
2025-09-17,14,32584.67,9008.03,30741.98,35844.99,58467.74,348.9,23576.64
2021-10-08,1,27654.49,34987.59,49876.37,42230.33,36873.86,12296.67,-7333.1
2022-10-15,20,27534.95,20685.22,20121.34,11184.61,90063.01,3828.78,6849.73
2023-09-07,1,23839.22,34700.83,15436.27,23320.52,75990.17,10043.69,-10861.61
2021-03-07,15,47731.39,8714.15,32141.6,37249.3,85197.94,6112.46,39017.24
2021-05-06,6,27677.89,34173.05,46557.99,49714.66,35630.38,1680.69,-6495.16
2024-05-30,10,27327.98,28240.13,39520.77,21220.43,73825.97,15198.59,-912.15
2022-10-20,20,14928.85,16667.57,37531.0,14757.19,61948.84,490.07,-1738.72
2024-11-01,17,49737.18,30161.85,36827.07,11486.62,67854.86,10764.17,19575.33
2021-12-09,3,17629.72,13086.51,25277.38,9462.01,25719.0,18188.27,4543.21
2025-12-29,16,20556.53,23546.82,37426.91,49490.61,36049.38,14158.82,-2990.29
2025-08-08,21,19212.62,17547.89,26376.56,25706.36,73552.6,12266.26,1664.73
2024-07-08,2,11950.36,32677.32,24750.79,41835.57,92313.16,7516.76,-20726.96
2023-09-30,5,11394.08,24077.85,20334.36,14672.96,74559.17,7743.93,-12683.77
2025-08-10,10,30275.5,36155.66,27936.81,8230.33,36514.37,313.52,-5880.16
2026-12-18,8,24927.5,28344.5,48939.81,9333.0,89524.21,15713.31,-3417
2019-05-19,18,19552.64,35382.11,42988.28,17333.13,38182.75,2049.51,-15829.47
2022-03-03,32,14516.14,33435.3,16907.78,32954.38,26655.45,12632.54,-18919.16
2019-10-07,15,40171.1,34394.79,42249.91,14725.33,24332.48,5419.88,5776.31
2026-02-20,31,25579.21,12586.23,39637.79,21148.0,34111.49,18925.03,12992.98
2026-11-29,28,46899.11,8847.13,28292.42,47922.16,21166.89,18773.12,38051.98
2025-03-23,19,22853.84,10246.48,48128.42,27962.11,40116.36,14857.29,12607.36
2023-04-24,18,42477.97,26342.8,10269.62,47955.13,18499.18,124.55,16135.17
2020-01-21,33,31525.15,20538.28,34258.09,12183.08,28394.91,16323.66,10986.87
2024-03-18,16,34454.61,10520.2,39539.15,8361.89,10532.98,7269.39,23934.41
2018-02-11,31,29525.38,30530.37,21505.7,44378.81,43647.09,8247.57,-1004.99
2026-03-22,9,38285.48,21288.75,38720.93,10741.6,48937.07,13442.05,16996.73
2020-11-11,28,37027.21,31237.08,26129.39,33535.8,86766.54,1313.75,5790.13
2026-03-28,34,46785.0,23513.65,15481.95,11590.43,14275.41,4646.45,23271.35
2025-07-25,35,49363.13,34986.43,18383.33,8981.79,80090.65,17885.25,14376.7
2023-07-20,18,21688.77,20674.65,31353.18,16635.45,12918.01,14556.24,1014.12
2025-12-21,40,32207.35,34106.12,23387.81,35189.44,54632.06,11938.97,-1898.77
2021-11-02,2,25577.79,29042.0,43103.36,30066.64,46215.07,10013.5,-3464.21
2018-02-13,21,19063.34,14146.73,12649.82,38739.55,30634.39,8438.11,4916.61
2026-04-09,25,37620.99,27519.49,28100.73,46142.1,59306.33,19974.89,10101.5
2023-07-13,1,13201.18,21133.8,46466.61,16223.48,49697.85,293.3,-7932.62
2025-04-10,21,24309.12,24287.33,29789.76,12187.51,47876.57,12565.74,21.79
2018-08-01,34,31051.47,35864.07,35573.29,40051.91,15059.09,10136.35,-4812.6
2018-05-25,29,47351.46,11575.63,21601.67,32875.51,63980.78,9063.42,35775.83
2025-07-29,28,38763.0,37405.68,42824.94,10519.54,35695.04,5908.95,1357.32
2018-03-09,10,29741.89,19356.43,16823.74,14673.39,52872.59,17421.3,10385.46
2026-02-20,23,10473.37,36412.84,20682.51,10606.97,31783.06,2245.19,-25939.47
2021-01-17,3,23301.12,35414.73,14224.0,19148.35,58493.42,7084.33,-12113.61
2019-02-23,37,17960.17,32088.65,44181.93,18121.16,87817.22,6928.11,-14128.48
2022-06-18,24,23882.5,33444.45,35719.03,22058.23,12847.39,6306.19,-9561.95
2023-09-03,38,35090.21,27437.18,11480.67,49571.99,72684.74,9159.47,7653.03
2021-02-08,18,46301.89,22100.43,11887.13,41321.79,84486.31,11887.99,24201.46
2020-11-17,21,38336.32,16942.08,12040.15,26645.42,52191.17,14691.87,21394.24
2022-05-04,4,39750.2,24431.17,38813.68,45973.02,53403.66,11399.76,15319.03
2020-07-21,34,32024.32,15913.33,43037.41,11739.51,49185.0,2515.7,16110.99
2025-11-02,20,34524.61,31128.43,27660.55,27887.09,92578.02,19176.2,3396.18
2020-04-05,32,42359.71,19233.8,29915.12,18874.23,22444.78,6793.17,23125.91
2019-12-10,39,11863.23,16412.85,12076.03,13513.18,28803.25,18363.24,-4549.62
2018-11-03,2,11938.26,27540.2,38018.7,44687.0,75403.97,15949.07,-15601.94
2023-09-06,40,13886.18,15950.89,44285.93,19505.77,90050.53,5414.57,-2064.71
2021-03-13,36,26687.14,33161.93,19887.05,9019.16,38306.17,15003.74,-6474.79
2021-05-11,10,15899.91,21521.47,18700.5,46075.16,67348.59,8723.52,-5621.56
2026-09-07,17,41985.83,18735.01,12030.16,28454.79,19388.94,13406.58,23250.82
2024-01-11,40,14487.48,27802.44,18587.0,46471.33,61297.44,9927.57,-13314.96
2020-11-04,32,48426.86,17601.82,46518.1,34670.01,32472.1,13581.52,30825.04
2018-08-07,15,44626.27,9013.66,46801.9,15437.61,23142.68,3620.27,35612.61
2022-01-25,24,10419.96,10957.62,35435.83,44093.28,62603.07,2954.33,-537.66
2023-11-06,29,23535.22,15797.79,49831.98,32424.83,44422.07,6141.42,7737.43
2020-09-08,34,46261.71,39952.77,19172.98,30172.61,22005.91,13141.98,6308.94
2023-03-09,40,14765.4,25506.18,38816.62,43099.95,43524.35,680.65,-10740.78
2023-04-19,14,20956.75,26458.12,21115.77,15635.52,83735.13,15386.62,-5501.37
2024-02-11,30,36096.05,16603.61,36220.94,27073.11,93884.64,4550.7,19492.44
2021-08-30,3,15983.18,15040.19,42301.81,17366.25,90138.55,15933.56,942.99
2023-09-19,23,13681.94,10467.75,14648.13,40636.11,69814.41,12987.5,3214.19
2019-05-19,8,44109.61,21761.86,46688.49,26632.55,27628.99,19900.0,22347.75
2026-10-29,3,30828.59,22439.81,49279.98,20754.77,34641.46,19201.31,8388.78
2020-09-14,13,46940.77,39449.31,48896.29,10618.53,42995.57,9770.22,7491.46
2024-01-25,12,38278.31,13307.35,28182.21,36524.71,18648.91,6462.05,24970.96
2025-02-07,28,46247.83,39302.23,25647.31,25400.25,50388.14,899.05,6945.6
