tenant_id,period_start,period_end,period_grain,domain,metric_name,metric_value,metric_unit,computed_at,run_id,trace_id
pulse-demo,2020-10-12,2020-10-18,weekly,financial,cash_flow,48751.34999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,cumulative_expenses,7384813.7700000005,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,cumulative_profit,2069213.39,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,cumulative_revenue,9454027.16,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,outstanding_invoices,62.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,revenue_growth,-0.8553029519856364,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,weekly_profit,-35532.99,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-12,2020-10-18,weekly,financial,weekly_revenue,38533.08,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,burn_rate,176544.3,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,cash_flow,-10825.140000000014,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,cumulative_expenses,7561358.07,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,cumulative_profit,2085054.02,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,cumulative_revenue,9646412.09,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,outstanding_invoices,60.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,revenue_growth,3.9927213189290858,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,weekly_profit,15840.629999999997,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-19,2020-10-25,weekly,financial,weekly_revenue,192384.93,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,burn_rate,51856.39,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,cash_flow,-16642.760000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,cumulative_expenses,7613214.46,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,cumulative_profit,2077910.75,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,cumulative_revenue,9691125.21,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,outstanding_invoices,59.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,revenue_growth,-0.7675851221818674,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,weekly_profit,-7143.27,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-10-26,2020-11-01,weekly,financial,weekly_revenue,44713.119999999995,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,burn_rate,94860.66,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,cash_flow,-261.75,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,cumulative_expenses,7708075.12,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,cumulative_profit,2154573.4899999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,cumulative_revenue,9862648.61,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,outstanding_invoices,59.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,revenue_growth,2.836086589350061,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,weekly_profit,76662.73999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-02,2020-11-08,weekly,financial,weekly_revenue,171523.4,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,burn_rate,57725.94,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,cash_flow,22270.309999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,cumulative_expenses,7765801.0600000005,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,cumulative_profit,2153580.7,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,cumulative_revenue,9919381.76,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,outstanding_invoices,59.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,revenue_growth,-0.6692395906331148,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,weekly_profit,-992.79,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-09,2020-11-15,weekly,financial,weekly_revenue,56733.15,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,burn_rate,80124.73,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,cash_flow,17398.910000000003,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,cumulative_expenses,7845925.79,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,cumulative_profit,2170436.8,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,cumulative_revenue,10016362.59,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,outstanding_invoices,60.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,revenue_growth,0.7094208588805663,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,weekly_profit,16856.100000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-16,2020-11-22,weekly,financial,weekly_revenue,96980.83,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,burn_rate,22664.58,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,cash_flow,5569.99,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,cumulative_expenses,7868590.37,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,cumulative_profit,2183089.69,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,cumulative_revenue,10051680.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,outstanding_invoices,60.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,revenue_growth,-0.6358304007090886,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,weekly_profit,12652.89,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-11-23,2020-11-29,weekly,financial,weekly_revenue,35317.47,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,burn_rate,40974.3,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,cash_flow,-5823.919999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,cumulative_expenses,7909564.67,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,cumulative_profit,2215843.9,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,cumulative_revenue,10125408.57,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,outstanding_invoices,60.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,revenue_growth,1.087593193963214,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,weekly_profit,32754.21,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-07,2020-12-13,weekly,financial,weekly_revenue,73728.51,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,burn_rate,110477.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,cash_flow,-1703.3600000000006,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,cumulative_expenses,8020041.73,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,cumulative_profit,2234232.05,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,cumulative_revenue,10254273.78,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,outstanding_invoices,60.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,revenue_growth,0.7478341824621167,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,weekly_profit,18388.149999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-21,2020-12-27,weekly,financial,weekly_revenue,128865.20999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,burn_rate,63486.17,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,cash_flow,27251.90000000001,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,cumulative_expenses,8083527.9,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,cumulative_profit,2226753.76,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,cumulative_revenue,10310281.66,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,outstanding_invoices,58.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,revenue_growth,-0.5653762563224007,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,weekly_profit,-7478.289999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2020-12-28,2021-01-03,weekly,financial,weekly_revenue,56007.88,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,burn_rate,38120.54,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,cash_flow,18755.690000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,cumulative_expenses,8121648.44,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,cumulative_profit,2251466.62,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,cumulative_revenue,10373115.06,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,outstanding_invoices,56.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,revenue_growth,0.12186713726711308,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,weekly_profit,24712.86,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-04,2021-01-10,weekly,financial,weekly_revenue,62833.399999999994,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,burn_rate,70419.77,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,cash_flow,-3907.1699999999983,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,cumulative_expenses,8192068.21,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,cumulative_profit,2242572.54,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,cumulative_revenue,10434640.75,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,outstanding_invoices,54.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,revenue_growth,-0.020812338660648508,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,weekly_profit,-8894.08,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-11,2021-01-17,weekly,financial,weekly_revenue,61525.69,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,burn_rate,66675.3,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,cash_flow,-11759.580000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,cumulative_expenses,8258743.51,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,cumulative_profit,2221311.68,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,cumulative_revenue,10480055.19,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,outstanding_invoices,53.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,revenue_growth,-0.26186215871776486,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,weekly_profit,-21260.86,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-01-25,2021-01-31,weekly,financial,weekly_revenue,45414.44,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,burn_rate,25321.64,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,cash_flow,19443.899999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,cumulative_expenses,8284065.15,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,cumulative_profit,2238538.04,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,cumulative_revenue,10522603.19,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,revenue_growth,-0.06311736971764932,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,weekly_profit,17226.36,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-01,2021-02-07,weekly,financial,weekly_revenue,42548.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,burn_rate,22100.43,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,cash_flow,-29434.660000000003,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,cumulative_expenses,8306165.58,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,cumulative_profit,2262739.5,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,cumulative_revenue,10568905.08,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,revenue_growth,0.08822717871580331,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,weekly_profit,24201.46,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-02-08,2021-02-14,weekly,financial,weekly_revenue,46301.89,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,burn_rate,53796.84,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,cash_flow,-9241.929999999993,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,cumulative_expenses,8359962.42,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,cumulative_profit,2340924.85,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,cumulative_revenue,10700887.27,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,revenue_growth,1.850470898704135,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,weekly_profit,78185.34999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-01,2021-03-07,weekly,financial,weekly_revenue,131982.19,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,burn_rate,48377.42,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,cash_flow,13711.11,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,cumulative_expenses,8408339.84,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,cumulative_profit,2360391.29,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,cumulative_revenue,10768731.13,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,outstanding_invoices,53.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,revenue_growth,-0.4859620074496415,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,weekly_profit,19466.44,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-08,2021-03-14,weekly,financial,weekly_revenue,67843.86,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,burn_rate,56348.51,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,cash_flow,64375.27,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,cumulative_expenses,8464688.35,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,cumulative_profit,2391379.65,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,cumulative_revenue,10856068.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,outstanding_invoices,54.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,revenue_growth,0.28732165298377765,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,weekly_profit,30988.36,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-15,2021-03-21,weekly,financial,weekly_revenue,87336.87,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,burn_rate,17845.27,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,cash_flow,-13608.080000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,cumulative_expenses,8482533.62,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,cumulative_profit,2414156.42,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,cumulative_revenue,10896690.04,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,outstanding_invoices,54.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,revenue_growth,-0.5348809729499122,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,weekly_profit,22776.77,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-22,2021-03-28,weekly,financial,weekly_revenue,40622.04,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,burn_rate,103621.75,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,cash_flow,41142.84999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,cumulative_expenses,8586155.37,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,cumulative_profit,2431017.86,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,cumulative_revenue,11017173.23,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,outstanding_invoices,55.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,revenue_growth,1.9659561656677014,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,weekly_profit,16861.440000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-03-29,2021-04-04,weekly,financial,weekly_revenue,120483.19,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,burn_rate,66387.72,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,cash_flow,21466.520000000004,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,cumulative_expenses,8652543.09,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,cumulative_profit,2426833.93,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,cumulative_revenue,11079377.02,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,outstanding_invoices,54.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,revenue_growth,-0.4837139521289236,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,weekly_profit,-4183.930000000002,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-05,2021-04-11,weekly,financial,weekly_revenue,62203.78999999999,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,burn_rate,23518.02,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,cash_flow,23512.239999999998,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,cumulative_expenses,8676061.11,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,cumulative_profit,2442985.8,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,cumulative_revenue,11119046.91,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,outstanding_invoices,53.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,revenue_growth,-0.3622592771276476,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,weekly_profit,16151.87,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-12,2021-04-18,weekly,financial,weekly_revenue,39669.89,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,burn_rate,12639.89,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,cash_flow,-22052.199999999997,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,cumulative_expenses,8688701.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,cumulative_profit,2476254.64,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,cumulative_revenue,11164955.64,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,outstanding_invoices,52.0,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,revenue_growth,0.15726890092208484,ratio,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,weekly_profit,33268.84,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-04-19,2021-04-25,weekly,financial,weekly_revenue,45908.73,currency,2026-05-01T07:23:32.744000Z,0,0
pulse-demo,2021-05-03,2021-05-09,weekly,financial,burn_rate,139564.28,currency,2026-05-01T07:23:32.744000Z,0,0
