date,company_id,campaign_spend,website_visits,leads,qualified_leads,new_deals,pipeline_value,conversion_rate,churn_rate
2024-12-20,37,2175.07,1504,69,72,15,69739.47,0.756,0.113
2020-11-18,9,2240.36,1807,111,69,16,28867.61,0.061,0.075
2022-07-04,34,2716.97,1600,140,37,9,62358.26,0.879,0.045
2024-06-24,36,2789.6,1204,69,42,1,38509.36,0.105,0.034
2023-05-18,19,3674.09,892,58,20,1,70106.53,0.761,0.199
2020-02-20,14,2465.98,1887,105,63,9,52486.89,0.863,0.082
2025-12-11,39,3436.8,1893,130,72,14,32410.14,0.625,0.079
2025-03-13,20,2274.41,1141,57,75,19,39110.77,0.648,0.028
2020-10-20,27,3760.32,991,146,31,13,20819.13,0.715,0.111
2023-07-09,37,3935.54,832,127,35,20,47638.36,0.711,0.044
2022-10-19,39,2053.35,978,74,43,14,76649.95,0.376,0.063
2025-08-14,1,3001.79,1019,123,29,1,66446.7,0.394,0.087
2025-05-31,27,3989.05,1628,58,62,14,72874.84,0.994,0.171
2023-12-16,10,3785.73,1920,55,65,9,32425.62,0.063,0.174
2026-10-01,19,3991.87,946,121,51,4,78284.26,0.694,0.134
2020-04-23,15,3962.56,1161,110,61,5,20354.38,0.554,0.001
2026-10-06,18,2669.56,1326,99,46,1,54615.91,0.001,0.086
2023-04-02,17,2868.69,868,54,21,13,21718.17,0.914,0.179
2022-05-29,8,3746.9,849,129,44,4,52369.12,0.686,0.193
2023-07-14,1,2493.24,1666,69,75,7,75279.72,0.786,0.099
2023-02-03,29,3081.9,1109,119,33,4,51972.31,0.683,0.149
2021-07-20,12,3394.93,1025,60,78,8,68977.56,0.708,0.009
2025-08-05,35,2608.64,1521,66,30,13,77065.61,0.352,0.019
2021-06-15,33,3772.05,1480,60,57,1,67398.28,0.255,0.068
2020-06-21,26,2944.14,911,140,30,8,49434.7,0.89,0.06
2026-02-25,16,2260.54,1419,115,76,12,59331.02,0.617,0.156
2021-04-18,28,2855.79,1328,115,44,5,28413.57,0.115,0.123
2021-01-31,33,3909.8,1856,78,36,18,74916.64,0.969,0.168
2025-03-26,8,3573.52,951,112,40,11,25217.03,0.132,0.142
2020-09-24,33,2777.09,1540,96,72,1,41611.88,0.326,0.102
2026-03-17,12,3694.11,1656,80,52,3,42506.94,0.674,0.067
2024-02-15,2,3583.0,1859,69,78,3,56677.44,0.292,0.069
2022-07-16,14,3479.73,878,63,37,1,33373.05,0.808,0.092
2023-02-12,9,3235.94,1543,150,79,9,76828.7,0.485,0.155
2021-09-18,12,3639.39,1099,80,64,17,73033.74,0.488,0.18
2026-08-24,14,3703.11,1212,125,68,15,37782.95,0.18,0.103
2026-12-03,37,3780.62,1901,118,31,3,37681.57,0.747,0.057
2025-08-08,18,2308.0,873,81,30,17,57991.23,0.454,0.004
2026-12-04,34,2127.11,952,101,75,7,69391.22,0.433,0.106
2021-09-24,32,3954.2,933,146,44,6,60614.15,0.65,0.194
2026-05-30,21,2006.11,874,119,48,8,43844.47,0.498,0.146
2022-08-19,20,3439.69,1874,53,78,4,61719.97,0.785,0.168
2026-04-14,38,2200.6,1420,132,59,3,55896.02,0.583,0.185
2021-10-24,12,3060.24,1233,74,67,3,27325.1,0.027,0.152
2025-05-29,22,3243.75,1607,68,25,2,59855.43,0.371,0.136
2021-07-16,19,3723.78,1076,126,51,13,23697.19,0.696,0.073
2023-05-26,21,2731.97,1047,149,27,4,62944.15,0.656,0.192
2023-05-09,18,2765.81,1042,70,72,17,33483.02,0.912,0.134
2026-08-29,11,2827.15,1264,52,73,2,25332.74,0.029,0.036
2021-03-01,40,2843.25,876,62,73,13,75310.81,0.193,0.098
2025-05-06,28,3992.65,1547,140,61,9,66406.44,0.221,0.1
2023-04-22,13,3136.61,1482,138,59,1,74033.5,0.721,0.031
2020-03-14,17,2283.18,1406,76,35,16,52893.39,0.536,0.092
2024-07-17,30,2039.77,1014,57,45,2,64340.67,0.637,0.149
2024-07-26,27,3839.38,1944,144,24,19,22890.15,0.583,0.14
2022-06-20,17,2052.65,1710,121,53,1,32972.38,0.407,0.19
2026-12-19,13,2156.29,1740,69,56,6,22336.74,0.078,0.043
2024-06-20,4,3394.86,1975,90,76,10,32078.58,0.943,0.017
2023-04-23,1,2703.25,1437,74,28,15,75532.63,0.81,0.061
2021-10-06,35,2821.59,1033,81,33,4,70652.42,0.058,0.125
2020-09-25,20,2388.07,1162,137,48,2,28130.22,0.38,0.142
2020-07-25,25,3311.86,1319,103,36,19,26177.07,0.613,0.084
2026-11-28,26,3860.44,994,141,36,19,30176.13,0.108,0.115
2020-03-31,39,2613.35,842,142,22,15,23712.33,0.674,0.06
2022-04-21,17,2583.03,1508,148,62,14,76277.46,0.974,0.142
2025-03-31,11,2271.54,1561,66,73,20,53813.79,0.68,0.191
2020-12-08,39,2660.82,1907,98,75,10,56364.95,0.643,0.096
2020-05-18,1,3285.28,872,123,42,20,40247.22,0.949,0.05
2023-05-25,27,2944.89,1128,73,30,16,73171.07,0.16,0.062
2024-04-11,37,2104.18,952,59,22,15,66054.91,0.853,0.187
2025-01-04,37,3507.06,1619,128,79,9,64623.74,0.728,0.018
2023-11-23,29,2780.13,1398,140,52,3,74705.35,0.379,0.031
2022-11-07,15,2852.78,1640,125,28,18,61775.54,0.779,0.066
2023-08-30,30,3877.38,1806,115,76,5,27089.4,0.818,0.109
2026-01-20,14,2225.79,1960,111,37,4,79327.44,0.188,0.018
2021-08-30,27,3132.82,1665,118,46,16,49891.82,0.234,0.189
2025-09-17,20,2371.3,1774,61,64,5,78766.13,0.114,0.168
2026-08-10,7,3324.02,1942,50,20,14,41428.86,0.356,0.129
2020-08-29,16,3143.42,1755,141,24,3,36032.39,0.089,0.071
2023-06-10,8,3493.83,1353,67,38,8,30234.89,0.36,0.117
2026-07-18,14,3921.48,1058,98,21,4,23954.8,0.708,0.096
2022-02-10,14,2266.92,1012,133,39,9,66420.54,0.177,0.173
2025-02-17,18,3479.69,1305,146,76,2,78419.32,0.092,0.199
2024-05-19,4,2138.47,1073,51,70,11,78691.09,0.003,0.056
2020-09-09,24,2394.59,1461,69,70,18,55541.18,0.145,0.142
2022-02-14,13,3803.64,1721,74,43,18,71581.05,0.669,0.038
2026-04-18,24,2020.93,1564,120,47,7,68166.71,0.817,0.154
2022-12-25,10,3200.89,1763,89,56,15,38621.35,0.823,0.158
2023-01-10,39,3225.08,1748,150,25,13,78611.13,0.645,0.067
2020-11-08,5,3039.23,1379,81,43,7,25432.3,0.312,0.111
2024-11-17,3,3280.67,1206,115,23,6,59535.42,0.142,0.001
2024-02-26,24,2123.87,1088,54,36,18,33151.34,0.86,0.069
2023-04-13,38,3074.19,1023,130,71,11,41207.05,0.313,0.188
2026-10-22,24,3664.72,1676,116,27,4,66623.78,0.744,0.186
2024-01-01,14,3789.44,995,143,60,16,25193.92,0.359,0.121
2023-06-18,16,2978.77,947,138,43,11,27720.6,0.147,0.153
2025-07-17,32,2029.48,1947,137,64,14,24478.7,0.773,0.009
2022-11-07,26,3493.89,1093,138,49,10,36800.88,0.545,0.027
2026-08-30,14,2454.34,1257,123,27,1,78405.39,0.946,0.124
2024-06-16,1,3382.51,1613,108,54,11,38533.26,0.409,0.072
2025-03-19,25,2272.35,1895,62,49,18,59782.09,0.657,0.035
2022-09-12,3,3672.6,1016,107,47,6,32964.29,0.773,0.055
2021-06-11,9,2010.72,1483,99,56,15,59610.13,0.941,0.106
2021-09-13,19,2986.57,1242,103,23,9,61644.18,0.78,0.03
2020-12-26,15,2830.83,1923,148,62,14,51132.09,0.411,0.024
2026-12-06,35,3089.8,1298,140,46,17,70220.09,0.095,0.065
2025-01-13,22,3410.7,1545,125,59,16,76609.62,0.386,0.041
2026-11-10,35,2721.35,1994,50,40,19,63610.04,0.895,0.076
2025-04-29,35,2933.21,1880,85,22,8,72006.37,0.799,0.103
2023-10-03,23,2042.41,1369,135,76,16,64181.18,0.544,0.113
2020-07-20,10,3671.68,1008,103,41,11,77786.97,0.237,0.012
2026-07-19,6,2057.54,1483,106,65,13,20233.67,0.93,0.027
2025-11-17,7,3130.78,1913,59,40,3,51177.36,0.654,0.076
2021-12-03,28,2496.05,1385,108,51,3,75413.18,0.371,0.077
2022-01-28,20,3819.36,927,121,52,3,30517.91,0.19,0.158
2026-03-15,3,2375.61,1945,64,29,12,29089.87,0.154,0.031
2023-07-26,39,2127.38,958,109,33,9,27645.11,0.515,0.194
2022-04-14,32,3672.28,1102,132,45,4,29091.38,0.1,0.004
2021-05-01,36,2621.45,1348,132,34,15,41991.21,0.901,0.144
2024-06-26,11,2929.53,896,136,24,11,56784.38,0.041,0.167
2024-07-22,25,3831.92,823,133,66,20,37379.1,0.443,0.101
2022-02-26,8,2318.88,1873,135,52,5,75036.34,0.305,0.173
2026-02-24,23,3011.55,1473,106,56,11,54712.91,0.825,0.14
2020-08-28,35,2600.86,1162,86,35,12,49505.65,0.013,0.039
2024-04-08,29,3744.93,1605,148,61,10,76104.14,0.965,0.042
2026-09-09,25,3644.99,1126,117,66,12,37894.11,0.875,0.041
2020-05-09,14,2322.29,1076,100,43,16,61341.14,0.386,0.071
2020-05-02,28,2193.03,1881,62,23,11,60049.87,0.637,0.146
2023-03-12,29,2169.43,1164,146,51,16,53527.2,0.926,0.104
2025-01-02,36,2578.09,1102,147,24,12,37019.23,0.037,0.159
2026-06-21,10,3538.48,1688,81,21,7,51073.34,0.8,0.07
2023-08-12,39,2030.09,1359,50,67,15,22688.55,0.922,0.075
2022-02-18,26,2599.58,1810,81,56,6,52992.54,0.376,0.16
2025-01-25,32,2364.57,1216,57,70,11,69109.75,0.603,0.172
2025-05-03,27,2544.03,1967,128,52,4,74688.47,0.132,0.097
2022-12-08,40,3377.24,1276,101,48,14,57176.28,0.138,0.079
2023-11-01,6,2723.85,1434,94,69,16,56060.89,0.942,0.017
2025-02-12,26,2211.29,1133,62,45,18,32761.09,0.32,0.023
2022-08-30,35,3700.74,1986,62,72,5,24862.9,0.412,0.087
2022-09-27,13,2803.49,1582,87,67,8,24534.68,0.827,0.169
2020-04-13,30,2537.12,1448,150,63,12,68253.09,0.908,0.108
2022-12-01,6,3171.18,1083,141,58,19,33845.33,0.396,0.049
2023-08-10,23,2843.92,1228,144,21,14,52037.24,0.145,0.076
2025-01-19,7,2543.23,1823,96,31,20,53473.36,0.824,0.024
2022-09-01,38,2157.72,1879,127,59,2,30549.78,0.774,0.118
2022-10-08,4,2687.8,1707,76,62,12,71929.88,0.421,0.032
2022-09-30,29,3587.33,1610,67,56,4,28913.31,0.799,0.145
2025-05-20,2,2605.01,1327,60,53,2,38499.26,0.335,0.087
2021-03-06,36,2709.35,1405,65,80,14,66628.83,0.17,0.04
2023-05-30,10,3367.96,1320,150,45,17,65630.14,0.254,0.021
2024-10-05,32,2603.35,1583,130,28,20,61112.77,0.922,0.103
2024-09-22,1,3919.49,903,114,26,15,28851.66,0.259,0.173
2020-12-15,33,2663.06,1125,121,40,14,71294.43,0.608,0.134
2025-11-06,1,2452.79,1121,74,71,10,66784.34,0.224,0.171
2022-12-14,10,2054.43,1991,68,60,3,22630.82,0.443,0.004
2025-06-01,6,3903.57,1714,136,29,11,64989.11,0.799,0.014
2024-04-09,2,2074.75,1607,131,38,11,48213.04,0.12,0.175
2025-01-25,27,3961.59,1588,135,23,7,35117.15,0.444,0.166
2020-05-30,25,2808.11,1225,67,61,1,51586.99,0.185,0.171
2021-07-01,33,2428.43,1214,102,37,15,28964.68,0.42,0.168
2023-08-16,35,2936.16,1595,99,60,10,44806.89,0.253,0.132
2023-08-10,5,2829.75,1348,80,46,5,42806.34,0.655,0.052
2026-08-10,35,2702.92,1945,85,72,13,20792.8,0.735,0.134
2026-12-12,9,2066.01,1985,120,64,1,49459.22,0.552,0.057
2022-03-31,20,2085.54,926,70,39,19,52959.58,0.065,0.072
2020-09-04,29,2781.68,1142,67,75,20,65872.98,0.589,0.044
2026-07-08,18,3529.65,1391,64,59,17,23140.86,0.368,0.153
2022-03-26,14,2764.94,1631,127,46,17,63811.29,0.017,0.069
2024-11-22,27,2280.98,1364,74,25,1,66627.81,0.048,0.199
2024-09-13,16,2285.33,822,134,66,5,50684.86,0.523,0.071
2020-04-02,36,3366.73,1259,86,73,6,27324.12,0.21,0.124
2023-07-29,3,3614.21,947,57,70,10,67971.23,0.725,0.143
2020-12-22,1,2060.28,1014,142,71,9,59992.32,0.384,0.129
2020-02-17,26,3597.68,1908,142,65,5,38492.91,0.169,0.043
2022-11-07,9,3240.08,1340,105,74,12,65329.0,0.131,0.184
2025-05-08,36,3011.5,1400,126,75,12,79273.22,0.972,0.063
2026-06-10,17,3633.0,1047,52,51,18,63578.41,0.582,0.112
2025-06-12,25,2101.14,1842,74,42,5,71799.35,0.235,0.001
2020-01-22,22,3624.05,1710,74,67,11,29325.76,0.478,0.109
2023-10-31,28,3086.26,1448,121,73,9,24563.97,0.884,0.192
2022-04-03,7,3585.21,1978,72,78,11,34831.98,0.61,0.069
2022-12-31,6,2847.29,871,123,22,1,37754.71,0.62,0.087
2024-12-16,23,2794.49,1610,125,58,2,41718.37,0.608,0.126
2022-12-14,21,3916.34,805,98,34,13,56007.85,0.37,0.162
2022-05-30,36,2805.43,1806,60,31,3,68017.07,0.206,0.02
2023-11-01,27,2920.46,942,87,66,5,42134.34,0.547,0.103
2023-05-01,19,3574.78,972,114,32,10,40067.17,0.098,0.122
2025-05-28,12,3948.26,925,139,21,3,79685.78,0.293,0.032
2022-06-22,28,3413.55,1439,55,31,17,70889.83,0.934,0.072
2024-06-01,26,3186.89,1312,63,38,20,73184.65,0.223,0.178
2021-07-16,30,2728.09,1958,53,31,17,45517.67,0.745,0.06
2021-08-21,28,2563.56,940,136,47,13,27421.07,0.881,0.089
2020-01-08,9,2391.92,1425,100,23,17,64586.17,0.6,0.19
2021-07-10,31,2775.52,1179,73,28,18,30666.61,0.102,0.05
2020-04-28,20,2224.3,963,77,24,10,52119.57,0.107,0.097
2021-04-09,21,2739.13,841,109,60,10,66579.71,0.699,0.015
2021-01-18,25,3805.82,933,119,35,20,40829.5,0.267,0.022
2023-08-20,20,2452.88,1039,115,22,16,24118.39,0.864,0.151
2021-03-07,18,2771.66,944,113,53,18,62176.07,0.554,0.171
2025-11-09,27,3356.96,1449,132,61,6,55713.97,0.001,0.137
2021-01-18,29,2826.38,1093,108,48,15,55317.32,0.565,0.084
2021-04-15,8,2398.33,1767,143,55,8,78019.26,0.229,0.038
2025-02-11,37,3134.39,1775,99,38,1,68470.66,0.039,0.042
2023-11-22,35,2031.91,1339,108,29,10,53730.89,0.024,0.182
2025-08-05,20,3972.7,833,138,20,1,51359.09,0.839,0.149
2022-11-09,31,3226.67,809,117,54,12,25092.03,0.906,0.194
2023-11-13,1,3572.71,894,147,43,1,42102.62,0.5,0.007
2021-10-18,19,2942.27,1537,54,46,10,43700.07,0.458,0.065
2023-01-10,8,3890.0,996,144,79,17,34711.6,0.897,0.062
2020-03-19,40,3547.56,1917,134,73,15,43369.0,0.649,0.196
2024-04-04,33,2669.5,1269,56,25,5,69943.28,0.975,0.173
2022-07-23,26,3330.77,1299,101,48,11,47449.41,0.902,0.11
2023-02-25,8,2733.38,1213,84,75,17,46015.73,0.475,0.087
2026-12-30,27,2862.19,1933,148,62,20,62993.8,0.283,0.026
2025-08-01,29,2161.27,1674,94,24,8,61987.11,0.629,0.197
2021-04-03,38,3199.39,1627,101,70,2,71201.21,0.867,0.099
2022-05-07,14,2792.68,1022,125,37,3,57045.68,0.713,0.125
2022-10-31,5,3454.4,1037,80,58,2,56633.29,0.131,0.019
2023-03-19,31,3765.48,1203,112,68,10,72197.81,0.706,0.192
2025-09-07,14,2002.93,1653,130,57,1,62056.88,0.875,0.125
2023-02-26,40,3726.18,1461,52,70,1,22448.79,0.524,0.121
2021-04-11,12,2035.33,1359,54,48,11,43150.22,0.944,0.022
2025-02-21,25,2135.78,1226,76,54,7,78815.18,0.674,0.072
2021-05-25,16,2633.46,1714,74,21,11,36470.84,0.995,0.074
2024-12-11,4,3672.95,1062,100,60,15,73164.47,0.791,0.051
2022-05-13,5,2442.71,827,114,73,5,73994.78,0.901,0.044
2020-02-10,33,3588.69,1479,129,80,11,70868.92,0.987,0.057
2023-07-16,7,3024.72,1651,133,33,18,43713.79,0.447,0.127
2021-08-04,27,3256.43,1298,145,34,9,49400.34,0.033,0.178
2026-08-01,34,3247.8,1456,106,78,9,43154.41,0.909,0.076
2021-05-29,25,2005.63,965,77,55,7,51560.77,0.182,0.192
2021-07-09,33,3790.6,1760,143,74,7,31981.15,0.899,0.017
2026-12-03,13,3353.95,1656,66,71,5,45773.84,0.957,0.161
2024-03-19,9,2607.35,1920,111,47,2,49070.24,0.681,0.037
2026-11-13,9,3063.93,1706,103,37,9,77801.41,0.49,0.163
2020-02-26,13,2285.97,1013,63,30,5,43755.31,0.418,0.016
2022-01-23,1,2860.35,1884,51,46,2,32435.68,0.874,0.199
2025-10-09,25,3057.3,1966,59,75,13,65038.22,0.562,0.035
2022-12-12,34,3680.51,1575,76,45,2,38665.06,0.377,0.135
2022-08-29,26,2817.49,946,75,48,4,47827.98,0.992,0.165
2026-03-05,17,3912.16,1138,122,45,14,35422.9,0.27,0.001
2022-11-07,18,3574.4,942,139,62,12,55327.74,0.305,0.051
2023-09-15,30,3250.04,1035,91,31,19,70205.02,0.793,0.044
2023-02-09,4,3746.85,1769,98,52,20,71640.13,0.971,0.107
2022-05-08,34,2149.41,840,142,49,12,66537.5,0.802,0.075
2021-09-21,23,3383.04,1900,69,78,12,55591.88,0.088,0.134
2021-07-02,21,3732.53,1518,148,35,8,52957.6,0.16,0.085
2023-03-28,8,3398.76,1311,128,51,20,65425.36,0.108,0.064
2026-11-22,12,2362.99,1933,83,67,6,73667.02,0.959,0.068
2020-03-30,17,3792.05,1594,119,32,13,21285.39,0.527,0.034
2024-05-17,26,3017.45,1096,98,53,14,29136.73,0.968,0.087
2025-05-11,29,3377.79,1081,109,35,11,22547.04,0.751,0.058
2025-06-12,37,2288.78,1574,79,21,18,61216.8,0.861,0.12
2025-12-24,37,3226.35,1152,72,23,18,58914.78,0.007,0.189
2025-09-26,20,2597.72,1310,63,41,20,45038.14,0.475,0.102
2020-01-07,33,3005.85,830,101,51,13,55921.6,0.048,0.119
2025-10-12,9,2835.8,1782,82,40,13,74963.72,0.569,0.162
2023-12-19,7,3597.09,1873,59,68,6,58891.43,0.895,0.086
2021-02-02,32,3595.38,1149,50,46,5,22610.37,0.984,0.187
2024-08-09,8,2762.09,991,102,46,2,53084.22,0.666,0.153
2023-11-10,11,2000.96,1788,63,51,11,21883.28,0.543,0.158
2022-07-21,25,3223.86,1600,111,49,8,71720.19,0.304,0.142
2023-06-17,38,2379.29,924,91,64,18,53941.27,0.905,0.027
2024-11-30,36,2344.26,900,126,64,17,23348.07,0.899,0.183
2021-06-25,12,2616.91,1953,120,48,19,32739.83,0.441,0.119
2021-12-12,32,3967.22,1616,104,46,13,76164.36,0.224,0.097
2024-07-24,36,3496.64,1736,142,72,4,65861.07,0.167,0.199
2022-06-02,13,3960.06,809,90,24,16,72560.42,0.258,0.087
2021-04-22,28,2455.04,1095,134,35,5,77557.2,0.639,0.036
2021-04-25,13,3801.1,1249,110,35,9,74570.91,0.992,0.15
2021-03-04,19,3130.92,1507,95,22,10,73813.43,0.274,0.014
2023-06-17,24,2384.03,1757,128,20,16,28755.09,0.708,0.099
2020-12-09,5,3460.36,1150,108,55,1,38195.55,0.117,0.074
2023-10-25,30,2550.83,1162,150,57,5,35818.7,0.194,0.154
2025-02-02,2,3745.05,1003,112,35,17,40039.32,0.738,0.198
2025-08-18,9,3129.05,1781,63,36,2,28787.46,0.189,0.104
2021-08-17,29,2890.09,1219,70,43,2,77169.07,0.804,0.094
2024-07-19,19,2653.43,977,69,79,12,40612.93,0.123,0.15
2020-08-18,39,3208.51,936,66,68,4,45231.34,0.77,0.17
2025-04-21,16,2172.83,1744,86,27,6,49443.72,0.667,0.063
2026-08-19,28,2271.55,1670,115,68,1,36470.78,0.512,0.124
2020-11-02,37,2596.51,1170,150,77,16,66354.99,0.881,0.023
2022-12-13,1,2728.86,1771,128,45,7,50881.35,0.354,0.187
2021-09-21,35,3540.92,808,150,35,3,48828.11,0.254,0.179
2023-01-05,17,3624.08,1883,56,78,20,66939.5,0.981,0.083
2023-04-29,19,2246.95,1169,140,36,14,77437.86,0.401,0.193
2024-10-23,26,3735.47,1197,127,69,4,63413.16,0.503,0.107
2026-12-18,22,3079.6,856,100,79,5,78082.55,0.292,0.068
2020-07-20,6,2602.5,1160,73,23,8,43624.04,0.07,0.005
2026-05-29,36,2651.23,916,148,25,11,64507.41,0.358,0.003
2025-11-02,22,3213.21,1177,66,50,6,48616.43,0.21,0.18
2021-04-07,12,3235.0,1127,55,71,18,27052.14,0.289,0.142
2024-05-09,13,2589.64,1862,65,45,20,46301.08,0.544,0.063
2020-03-10,30,2969.67,1472,128,34,14,30676.44,0.123,0.042
2026-02-25,35,3932.79,1505,143,72,14,56401.43,0.816,0.028
2023-09-14,10,2310.59,1511,71,23,14,61720.13,0.404,0.161
2021-04-22,9,2641.21,961,113,74,1,76120.38,0.667,0.027
2024-05-26,27,2281.33,1967,98,73,10,41743.9,0.728,0.061
2020-12-11,8,3670.82,1064,119,68,20,73025.01,0.889,0.073
2025-04-06,29,3380.1,862,66,77,3,68339.72,0.907,0.098
2022-11-01,40,3538.68,1889,131,69,8,71745.97,0.318,0.043
2022-04-28,32,2220.17,1629,82,28,11,44365.44,0.375,0.174
2020-01-18,36,3673.73,1777,102,73,3,23643.16,0.387,0.186
2020-08-11,40,2851.72,1794,55,74,7,25901.59,0.892,0.032
2024-09-15,36,2755.78,1367,86,75,17,48199.56,0.797,0.055
2024-08-23,5,3048.44,1475,100,57,2,45647.63,0.672,0.183
2023-12-16,37,3731.35,1881,79,59,4,49419.32,0.792,0.105
2020-06-14,37,2778.43,1273,68,49,11,34460.68,0.29,0.008
2020-09-08,39,2930.4,1529,139,31,1,77811.85,0.409,0.049
2024-04-01,19,2189.94,1627,137,30,20,26942.06,0.44,0.111
2021-05-13,24,3691.47,906,140,23,15,38433.67,0.223,0.015
2022-10-19,20,2381.63,1080,63,52,19,20622.31,0.777,0.158
2026-02-10,39,2194.53,1391,126,62,15,53165.23,0.175,0.059
2025-09-05,35,3359.91,1876,97,33,11,36603.94,0.392,0.063
2022-09-06,20,3190.1,1437,90,35,5,60851.36,0.824,0.078
2023-10-29,17,2401.23,1796,53,59,1,67465.15,0.064,0.101
2021-12-30,32,2226.33,1156,111,64,13,28458.3,0.486,0.053
2020-10-17,16,3415.88,1764,67,22,15,48483.6,0.721,0.15
2022-12-30,33,2069.34,1603,123,50,4,22902.96,0.786,0.049
2024-12-25,6,3143.79,1882,149,70,10,59733.5,0.863,0.186
2026-02-10,35,2324.76,1515,64,75,11,24031.94,0.196,0.007
2023-09-30,15,2964.31,1775,109,30,11,73601.39,0.469,0.1
2022-06-24,32,2231.63,1361,122,48,4,75399.71,0.163,0.161
2020-07-05,20,3114.07,848,118,20,6,20033.79,0.561,0.176
2026-08-08,30,2835.65,863,50,76,6,41238.5,0.723,0.011
2022-11-17,21,3291.8,971,53,59,17,48596.03,0.087,0.13
2021-02-13,13,3901.31,965,120,58,14,71202.62,0.205,0.051
2022-06-20,17,3935.98,1302,120,42,13,51606.58,0.825,0.013
2020-09-28,23,3012.46,1799,59,49,12,42986.81,0.113,0.042
2024-09-20,16,3032.88,1533,68,32,16,21662.05,0.639,0.094
2024-02-06,26,3364.04,1216,101,33,15,53801.28,0.105,0.185
2023-06-30,17,2427.84,1036,141,52,7,67268.36,0.023,0.18
2023-04-25,35,2808.07,1752,126,54,1,73495.26,0.73,0.029
2023-03-23,10,2223.17,1026,141,46,2,77206.99,0.611,0.019
2025-10-01,12,3404.5,1191,60,20,1,56728.41,0.983,0.17
2020-11-06,18,3608.56,1177,88,79,9,31844.22,0.847,0.13
2022-10-20,36,2296.3,1073,134,30,3,25329.44,0.085,0.051
2022-10-15,21,3879.99,1122,145,43,13,39938.21,0.568,0.092
2023-03-26,33,3552.98,1918,149,56,2,61163.14,0.433,0.054
2026-10-12,35,2346.51,1427,68,34,12,62506.33,0.274,0.102
2023-04-22,30,2373.24,1760,128,76,13,65458.66,0.228,0.047
2022-08-22,18,2194.58,827,136,63,15,22434.11,0.518,0.163
2020-04-19,31,3153.54,1255,77,55,7,31128.69,0.405,0.076
2024-10-25,5,2594.77,1310,67,31,9,37036.27,0.594,0.073
2022-06-03,16,2422.77,1800,53,42,7,39582.26,0.243,0.073
2025-08-11,32,2780.67,1307,92,23,6,29524.91,0.566,0.183
2020-10-05,18,3126.46,1061,63,40,7,32722.92,0.271,0.137
2020-07-28,13,2563.36,815,134,45,5,60366.91,0.769,0.138
2020-12-10,30,2734.45,965,69,49,14,59907.91,0.183,0.121
2023-01-23,25,2850.81,1207,56,77,12,26118.87,0.945,0.14
2021-10-07,7,3636.84,823,113,80,5,62772.68,0.987,0.11
2024-01-30,35,3028.82,1610,63,76,18,71915.99,0.649,0.13
2026-10-01,32,2783.25,1234,131,35,14,67556.3,0.493,0.006
2021-10-05,15,2618.24,1914,80,59,17,73986.17,0.084,0.048
2020-07-16,15,3960.07,879,72,54,7,46612.61,0.48,0.149
2021-03-02,35,2147.8,1104,97,40,8,38900.59,0.699,0.012
2020-04-07,25,3942.99,1590,87,45,1,21425.87,0.773,0.152
2026-09-25,30,3359.25,1000,121,29,13,23740.49,0.172,0.146
2022-09-03,32,3966.33,1583,142,69,7,63699.16,0.174,0.004
2026-04-30,32,3512.23,1965,136,44,6,24163.87,0.879,0.071
2021-03-09,31,3115.4,1712,84,52,13,22460.32,0.442,0.152
2025-01-17,9,3574.67,896,99,27,18,39372.72,0.935,0.005
2026-11-05,20,3871.68,1156,54,38,3,69792.17,0.935,0.102
2022-03-18,25,2170.55,1339,133,54,3,21716.54,0.288,0.076
2023-10-03,28,3210.72,956,95,72,8,58677.55,0.362,0.185
2020-11-26,20,3044.28,1478,105,28,13,35013.91,0.398,0.058
2023-09-04,15,2504.01,1521,112,33,11,35577.71,0.86,0.155
2026-01-05,25,3135.08,1175,119,34,4,31297.46,0.441,0.018
2023-06-18,5,3338.56,826,140,30,18,26455.55,0.503,0.037
2020-10-25,22,2729.06,1008,106,60,3,58797.66,0.2,0.085
2023-06-30,6,3293.38,1182,131,24,13,47183.39,0.206,0.099
2021-07-06,9,2858.11,993,79,24,10,29923.59,0.831,0.11
2024-02-02,36,3846.94,1775,97,57,16,21871.1,0.175,0.16
2021-10-10,34,2738.32,1082,134,64,11,29112.19,0.022,0.031
2026-08-27,19,3159.65,1091,143,73,3,59577.48,0.108,0.095
2023-02-03,24,3463.42,968,116,70,18,77672.23,0.868,0.037
2026-11-28,29,3974.24,1598,65,75,12,64903.82,0.423,0.064
2024-07-28,8,2319.9,1990,74,69,11,53174.21,0.789,0.115
2026-04-03,23,3465.93,1446,73,66,14,32918.07,0.711,0.184
2023-01-06,37,2458.14,1507,112,71,14,60042.69,0.878,0.125
2025-06-30,18,3989.53,1448,106,46,13,48691.86,0.91,0.003
2026-03-07,32,3041.03,1004,76,49,3,32410.77,0.961,0.023
2025-12-25,31,3999.2,1002,126,73,1,24316.7,0.126,0.123
2022-12-29,15,3020.75,1226,95,32,2,60778.82,0.948,0.095
2024-06-10,27,3872.04,1304,68,43,10,22281.87,0.076,0.161
2023-04-11,3,2201.92,863,145,24,5,75306.03,0.957,0.117
2025-12-15,33,3915.44,1784,147,68,19,63304.97,0.587,0.159
2026-01-11,35,2303.45,1850,57,64,18,70683.66,0.937,0.021
2026-07-11,35,3616.71,1724,118,46,6,71584.91,0.996,0.01
